doc_id,query_id,score,query_type,evaluated_at_cet,top_k,num_queries_total,num_query_types,method,model_name,experiment,config_slug,text_source,chunk_size,chunk_overlap,include_title_chunk,index_dir
"arbetsbeskrivning undersköterska, infektionsavdelning 30f",Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8714745044708252,Case-beskrivning,2026-03-20T08:47:08+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-debug-run,chunk_400__overlap_50__title_on__text,text,400,50,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-debug-run/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_400__overlap_50__title_on__text
"arbetsbeskrivning för operationssjuksköterska, anestesi- och operationsavdelning ing 95-96",Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.871429443359375,Case-beskrivning,2026-03-20T08:47:08+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-debug-run,chunk_400__overlap_50__title_on__text,text,400,50,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-debug-run/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_400__overlap_50__title_on__text
arbetsbeskrivning undersköterska neurooperation,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.870821475982666,Case-beskrivning,2026-03-20T08:47:08+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-debug-run,chunk_400__overlap_50__title_on__text,text,400,50,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-debug-run/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_400__overlap_50__title_on__text
"funktionsbeskrivning, operationsundersköterska, barnoperation",Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8700985908508301,Case-beskrivning,2026-03-20T08:47:08+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-debug-run,chunk_400__overlap_50__title_on__text,text,400,50,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-debug-run/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_400__overlap_50__title_on__text
infektionsavdelning 30 f - introduktion av nyanställd undersköterska,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8699372410774231,Case-beskrivning,2026-03-20T08:47:08+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-debug-run,chunk_400__overlap_50__title_on__text,text,400,50,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-debug-run/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_400__overlap_50__title_on__text
introduktion av anestesisjuksköterska thoraxoperation,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8690244555473328,Case-beskrivning,2026-03-20T08:47:08+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-debug-run,chunk_400__overlap_50__title_on__text,text,400,50,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-debug-run/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_400__overlap_50__title_on__text
funktionsbeskrivningar geriatriksavdelning 30 b,Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8684855103492737,Case-beskrivning,2026-03-20T08:47:08+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-debug-run,chunk_400__overlap_50__title_on__text,text,400,50,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-debug-run/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_400__overlap_50__title_on__text
"arbetsbeskrivning för operationstekniker, kiranop",Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8684747219085693,Case-beskrivning,2026-03-20T08:47:08+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-debug-run,chunk_400__overlap_50__title_on__text,text,400,50,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-debug-run/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_400__overlap_50__title_on__text
"sjuksköterska, undersköterska arbetsbeskrivning - uva le",Du ska assistera vid sugklocka. Var hittar du information om dina arbetsuppgifter?,0.8682429194450378,Case-beskrivning,2026-03-20T08:47:08+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-debug-run,chunk_400__overlap_50__title_on__text,text,400,50,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-debug-run/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_400__overlap_50__title_on__text
"ovarialcancer och högrisk corpuscancer - cytoreduktiv kirurgi, omvårdnadsåtgärder",Du tar news-kontroller och pat får 3p i andning. Var hittar du informationen om åtgärder du ska vidta?,0.89049232006073,Case-beskrivning,2026-03-20T08:47:08+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-debug-run,chunk_400__overlap_50__title_on__text,text,400,50,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-debug-run/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_400__overlap_50__title_on__text
"tidig upptäckt och behandling, tub - news2, abcde, sbar - lokal rutin le",Du tar news-kontroller och pat får 3p i andning. Var hittar du informationen om åtgärder du ska vidta?,0.8892659544944763,Case-beskrivning,2026-03-20T08:47:08+01:00,20,13,7,dense_e5,intfloat/multilingual-e5-large-instruct,e5-debug-run,chunk_400__overlap_50__title_on__text,text,400,50,True,/home/isak/Repos/ActSearchDemo/evaluation/experiments/e5-debug-run/indexes/dense_e5/intfloat-multilingual-e5-large-instruct/chunk_400__overlap_50__title_on__text
